PID,Gist_English_by_Sant_Singh
P0084L22,Third Mehl:
P0084L23,"That which is seen, shall not go along with you. What does it take to make you see this?"
P0084L24,The True Guru has implanted the True Name within; remain lovingly absorbed in the True One.
P0084L25,"O Nanak, the Word of His Shabad is True. By His Grace, it is obtained. ||2||"
P0084L26,Pauree:
P0084L27,"O Lord, You are inside and outside as well. You are the Knower of secrets."
P0084L28,"Whatever anyone does, the Lord knows. O my mind, think of the Lord."
P0084L29,"The one who commits sins lives in fear, while the one who lives righteously rejoices."
P0084L30,"O Lord, You Yourself are True, and True is Your Justice. Why should anyone be afraid?"
P0084L31,"O Nanak, those who recognize the True Lord are blended with the True One. ||5||"
P0084L32,"Shalok, Third Mehl:"
P0084L33,"Burn the pen, and burn the ink; burn the paper as well."
P0084L34,Burn the writer who writes in the love of duality.
P0084L35,"O Nanak, people do what is pre-ordained; they cannot do anything else. ||1||"
P0084L36,Third Mehl:
P0084L37,"False is other reading, and false is other speaking, in the love of Maya."
P0084L38,"O Nanak, without the Name, nothing is permanent; those who read and read are ruined. ||2||"
P0084L39,Pauree:
P0084L40,"Great is the Greatness of the Lord, and the Kirtan of the Lord's Praises."
P0084L41,Great is the Greatness of the Lord; His Justice is totally Righteous.
P0084L42,Great is the Greatness of the Lord; people receive the fruits of the soul.
P0084L43,Great is the Greatness of the Lord; He does not hear the words of the back-biters.
P0084L44,Great is the Greatness of the Lord; He gives His Gifts without being asked. ||6||
P0084L45,"Shalok, Third Mehl:"
P0084L46,Those who act in ego shall all die. Their worldly possessions shall not go along with them.
P0084L47,"Because of their love of duality, they suffer in pain. The Messenger of Death is watching all."
P0085L01,"O Nanak, the Gurmukhs are saved, by contemplating the True Name. ||1||"
P0085L02,First Mehl:
P0085L03,"We are good at talking, but our actions are bad."
P0085L04,"Mentally, we are impure and black, but outwardly, we appear white."
P0085L05,We imitate those who stand and serve at the Lord's Door.
P0085L06,"They are attuned to the Love of their Husband Lord, and they experience the pleasure of His Love."
P0085L07,"They remain powerless, even while they have power; they remain humble and meek."
P0085L08,"O Nanak, our lives become profitable if we associate with them. ||2||"
P0085L09,Pauree:
P0085L10,"You Yourself are the water, You Yourself are the fish, and You Yourself are the net."
P0085L11,"You Yourself cast the net, and You Yourself are the bait."
P0085L12,"You Yourself are the lotus, unaffected and still brightly-colored in hundreds of feet of water."
P0085L13,You Yourself liberate those who think of You for even an instant.
P0085L14,"O Lord, nothing is beyond You. I am delighted to behold You, through the Word of the Guru's Shabad. ||7||"
P0085L15,"Shalok, Third Mehl:"
P0085L16,One who does not know the Hukam of the Lord's Command cries out in terrible pain.
P0085L17,"She is filled with deception, and she cannot sleep in peace."
P0085L18,"But if the soul-bride follows the Will of her Lord and Master,"
P0085L19,"She shall be honored in her own home, and called to the Mansion of His Presence."
P0085L20,"O Nanak, by His Mercy, this understanding is obtained."
P0085L21,"By Guru's Grace, she is absorbed into the True One. ||1||"
P0085L22,Third Mehl:
P0085L23,"O self-willed manmukh, devoid of the Naam, do not be misled upon beholding the color of the safflower."
P0085L24,Its color lasts for only a few days-it is worthless!
P0085L25,"Attached to duality, the foolish, blind and stupid people waste away and die."
P0085L26,"Like worms, they live in manure, and in it, they die over and over again."
P0085L27,"O Nanak, those who are attuned to the Naam are dyed in the color of truth; they take on the intuitive peace and poise of the Guru."
P0085L28,The color of devotional worship does not fade away; they remain intuitively absorbed in the Lord. ||2||
P0085L29,Pauree:
P0085L30,"You created the entire universe, and You Yourself bring sustenance to it."
P0085L31,Some eat and survive by practicing fraud and deceit; from their mouths they drop falsehood and lies.
P0085L32,"As it pleases You, You assign them their tasks."
P0085L33,Some understand Truthfulness; they are given the inexhaustible treasure.
P0085L34,"Those who eat by remembering the Lord are prosperous, while those who do not remember Him stretch out their hands in need. ||8||"
P0085L35,"Shalok, Third Mehl:"
P0085L36,"The Pandits, the religious scholars, constantly read and recite the Vedas, for the sake of the love of Maya."
P0085L37,"In the love of duality, the foolish people have forgotten the Lord's Name; they shall receive their punishment."
P0085L38,"They never think of the One who gave them body and soul, who provides sustenance to all."
P0085L39,The noose of death shall not be cut away from their necks; they shall come and go in reincarnation over and over again.
P0085L40,"The blind, self-willed manmukhs do not understand anything. They do what they are pre-ordained to do."
P0085L41,"Through perfect destiny, they meet the True Guru, the Giver of peace, and the Naam comes to abide in the mind."
P0085L42,"They enjoy peace, they wear peace, and they pass their lives in the peace of peace."
P0085L43,"O Nanak, they do not forget the Naam from the mind; they are honored in the Court of the Lord. ||1||"
P0085L44,Third Mehl:
P0085L45,"Serving the True Guru, peace is obtained. The True Name is the Treasure of Excellence."
P0086L01,"Follow the Guru's Teachings, and recognize your own self; the Divine Light of the Lord's Name shall shine within."
P0086L02,The true ones practice Truth; greatness rests in the Great Lord.
P0086L03,"Body, soul and all things belong to the Lord-praise Him, and offer your prayers to Him."
P0086L04,"Sing the Praises of the True Lord through the Word of His Shabad, and you shall abide in the peace of peace."
P0086L05,"You may practice chanting, penance and austere self-discipline within your mind, but without the Name, life is useless."
P0086L06,"Through the Guru's Teachings, the Name is obtained, while the self-willed manmukh wastes away in emotional attachment."
P0086L07,"Please protect me, by the Pleasure of Your Will. Nanak is Your slave. ||2||"
P0086L08,Pauree:
P0086L09,"All are Yours, and You belong to all. You are the wealth of all."
P0086L10,"Everyone begs from You, and all offer prayers to You each day."
P0086L11,"Those, unto whom You give, receive everything. You are far away from some, and You are close to others."
P0086L12,"Without You, there is not even a place to stand begging. See this yourself and verify it in your mind."
P0086L13,"All praise You, O Lord; at Your Door, the Gurmukhs are enlightened. ||9||"
P0086L14,"Shalok, Third Mehl:"
P0086L15,"The Pandits, the religious scholars, read and read, and shout out loud, but they are attached to the love of Maya."
P0086L16,They do not recognize God within themselves-they are so foolish and ignorant!
P0086L17,"In the love of duality, they try to teach the world, but they do not understand meditative contemplation."
P0086L18,"They lose their lives uselessly; they die, only to be re-born, over and over again. ||1||"
P0086L19,Third Mehl:
P0086L20,Those who serve the True Guru obtain the Name. Reflect on this and understand.
P0086L21,Eternal peace and joy abide in their minds; they abandon their cries and complaints.
P0086L22,"Their identity consumes their identical identity, and their minds become pure by contemplating the Word of the Guru's Shabad."
P0086L23,"O Nanak, attuned to the Shabad, they are liberated. They love their Beloved Lord. ||2||"
P0086L24,Pauree:
P0086L25,"Service to the Lord is fruitful; through it, the Gurmukh is honored and approved."
P0086L26,"That person, with whom the Lord is pleased, meets with the Guru, and meditates on the Name of the Lord."
P0086L27,"Through the Word of the Guru's Shabad, the Lord is found. The Lord carries us across."
P0086L28,"Through stubborn-mindedness, none have found Him; go and consult the Vedas on this."
P0086L29,"O Nanak, he alone serves the Lord, whom the Lord attaches to Himself. ||10||"
P0086L30,"Shalok, Third Mehl:"
P0086L31,"O Nanak, he is a brave warrior, who conquers and subdues his vicious inner ego."
P0086L32,"Praising the Naam, the Name of the Lord, the Gurmukhs redeem their lives."
P0086L33,"They themselves are liberated forever, and they save all their ancestors."
P0086L34,Those who love the Naam look beauteous at the Gate of Truth.
P0086L35,The self-willed manmukhs die in egotism-even their death is painfully ugly.
P0086L36,Everything happens according to the Lord's Will; what can the poor people do?
P0086L37,"Attached to self-conceit and duality, they have forgotten their Lord and Master."
P0086L38,"O Nanak, without the Name, everything is painful, and happiness is forgotten. ||1||"
P0086L39,Third Mehl:
P0086L40,The Perfect Guru has implanted the Name of the Lord within me. It has dispelled my doubts from within.
P0086L41,"I sing the Lord's Name and the Kirtan of the Lord's Praises; the Divine Light shines, and now I see the Way."
P0086L42,"Conquering my ego, I am lovingly focused on the One Lord; the Naam has come to dwell within me."
P0087L01,"Following the Guru's Teachings, I cannot be touched by the Messenger of Death. I am absorbed in the True Name."
P0087L02,The Creator Himself is All-pervading everywhere; He links those with whom He is pleased to His Name.
P0087L03,"Servant Nanak chants the Naam, and so he lives. Without the Name, he would die in an instant. ||2||"
P0087L04,Pauree:
P0087L05,One who is accepted at the Court of the Lord shall be accepted in courts everywhere.
P0087L06,"Wherever he goes, he is recognized as honorable. Seeing his face, all sinners are saved."
P0087L07,"Within him is the Treasure of the Naam, the Name of the Lord. Through the Naam, he is exalted."
P0087L08,"He worships the Name, and believes in the Name; the Name erases all his sinful mistakes."
